TERM,STUDENT_ID,COURSE,CAMPUS,GRADE
2021FL,oczcxtg,ENGL-1301,SO,D
2021FL,nmjzirp,ENGL-1301,NW,B
2021FL,shigptc,ENGL-1301,CN,D
2021FL,kfcxlec,ENGL-1301,CN,F
2021FL,oqixyam,ENGL-1301,SO,B
2021FL,tjmzoli,ENGL-1301,CN,CR
2021FL,fppiixm,ENGL-1301,TR,D
2021FL,bmjizgm,ENGL-1301,NW,D
2021FL,zuyqxjc,ENGL-1301,CN,W
2021FL,irravru,ENGL-1301,NW,B
2021FL,amtkxjv,ENGL-1301,NW,B
2021FL,upirmad,ENGL-1301,NW,F
2021FL,gztsfth,ENGL-1301,NE,W
2021FL,kjcrjbd,ENGL-1301,NW,F
2021FL,obhujme,ENGL-1301,TR,C
2021FL,vogznjn,ENGL-1301,SO,C
2021FL,jfqgnwz,ENGL-1301,SO,B
2021FL,kuqigyv,ENGL-1301,CN,B
2021FL,qhibbpo,ENGL-1301,NW,F
2021FL,rwryxmq,ENGL-1301,SO,W
2021FL,lkzryit,ENGL-1301,SE,W
2021FL,aysbmpz,ENGL-1301,CN,D
2021FL,lbxetyu,ENGL-1301,TR,C
2021FL,ucljcpx,ENGL-1301,NW,CR
2021FL,swasdcd,ENGL-1301,SO,F
2021FL,kpktldm,ENGL-1301,CN,A
2021FL,klizzus,ENGL-1301,NE,D
2021FL,xgtoxcq,ENGL-1301,CN,A
2021FL,wwrsyks,ENGL-1301,SO,C
2021FL,gktfvpd,ENGL-1301,NE,D
2021FL,yxwnkrk,ENGL-1301,SO,CR
2021FL,xdnbhbx,ENGL-1301,CN,B
2021FL,aadhtfu,ENGL-1301,TR,CR
2021FL,uczrmte,ENGL-1301,NW,C
2021FL,rzggjvn,ENGL-1301,SE,CR
2021FL,brweyof,ENGL-1301,NE,B
2021FL,gdxbqpo,ENGL-1301,NE,F
2021FL,srihexu,ENGL-1301,SE,A
2021FL,uzpdpwc,ENGL-1301,SO,C
2021FL,pdymquj,ENGL-1301,TR,CR
2021FL,cjcnwkq,ENGL-1301,NW,B
2021FL,gswtfnl,ENGL-1301,NW,D
2021FL,plfmnar,ENGL-1301,SE,F
2021FL,vsohdri,ENGL-1301,SE,F
2021FL,vvtctoi,ENGL-1301,SE,W
2021FL,chlgywe,ENGL-1301,NE,A
2021FL,bhyibpk,ENGL-1301,SO,CR
2021FL,ousumio,ENGL-1301,TR,A
2021FL,nylejgd,ENGL-1301,TR,C
2021FL,comjsym,ENGL-1301,TR,C
2021FL,kntjibi,ENGL-1301,TR,C
2021FL,nbfrenr,ENGL-1301,CN,D
2021FL,bdumxvh,ENGL-1301,SO,W
2021FL,mquarsg,ENGL-1301,SO,W
2021FL,lpzxmzn,ENGL-1301,NW,W
2021FL,zqtrhrz,ENGL-1301,SE,A
2021FL,npfdjtc,ENGL-1301,SE,W
2021FL,ybduvmw,ENGL-1301,SO,B
2021FL,bputfkb,ENGL-1301,CN,CR
2021FL,kqjhvqu,ENGL-1301,NE,C
2021FL,nehaosy,ENGL-1301,TR,A
2021FL,bxgfpdf,ENGL-1301,NW,W
2021FL,osdogsy,ENGL-1301,SE,CR
2021FL,ihaedxs,ENGL-1301,NW,B
2021FL,wmavcuz,ENGL-1301,CN,CR
2021FL,ybyevvi,ENGL-1301,NW,C
2021FL,ekpotip,ENGL-1301,SO,F
2021FL,wkwvqpf,ENGL-1301,SE,W
2021FL,szxmbdv,ENGL-1301,TR,CR
2021FL,hcnvxdv,ENGL-1301,TR,F
2021FL,inyyqlp,ENGL-1301,TR,B
2021FL,icyhkrx,ENGL-1301,NE,A
2021FL,pxgvikz,ENGL-1301,SE,CR
2021FL,nieljys,ENGL-1301,NE,W
2021FL,buivykf,ENGL-1301,CN,W
2021FL,gxkzrin,ENGL-1301,SO,D
2021FL,hlpgist,ENGL-1301,SE,D
2021FL,tyfahtr,ENGL-1301,SE,CR
2021FL,gnhtogu,ENGL-1301,TR,F
2021FL,jpcnwtp,ENGL-1301,NW,D
2021FL,lyjetaj,ENGL-1301,SO,F
2021FL,ffrzsoa,ENGL-1301,SE,B
2021FL,flkvqev,ENGL-1301,NW,B
2021FL,wzsuvzi,ENGL-1301,SE,F
2021FL,bvbwyid,ENGL-1301,SE,D
2021FL,tserdpl,ENGL-1301,NE,A
2021FL,vvfypjv,ENGL-1301,SO,W
2021FL,exrlbnk,ENGL-1301,TR,W
2021FL,jzsuose,ENGL-1301,CN,W
2021FL,wfxxoze,ENGL-1301,NW,C
2021FL,bhlqpbg,ENGL-1301,TR,F
2021FL,mifemxr,ENGL-1301,NE,C
2021FL,aoipvpn,ENGL-1301,SE,F
2021FL,vocyjes,ENGL-1301,SO,A
2021FL,qxaimad,ENGL-1301,CN,A
2021FL,pmmmhhm,ENGL-1301,CN,CR
2021FL,mqcowqr,ENGL-1301,NE,B
2021FL,zztgase,ENGL-1301,SE,W
2021FL,jeqgixv,ENGL-1301,TR,F
2021FL,edxgoid,ENGL-1301,TR,A
2021FL,ozsgcxn,ENGL-1301,SO,C
2021FL,yuusyqh,ENGL-1301,SE,B
2021FL,uomnmrd,ENGL-1301,NW,A
2021FL,yncuccj,ENGL-1301,SE,F
2021FL,rakpqgn,ENGL-1301,SO,B
2021FL,xsnlfbm,ENGL-1301,SO,F
2021FL,iununuy,ENGL-1301,SO,A
2021FL,jeskqdk,ENGL-1301,NE,B
2021FL,eugheal,ENGL-1301,SE,D
2021FL,tsqjeon,ENGL-1301,SO,CR
2021FL,bpqxvhe,ENGL-1301,NW,A
2021FL,ugegaul,ENGL-1301,TR,D
2021FL,slounyt,ENGL-1301,NW,A
2021FL,wgurtya,ENGL-1301,NE,C
2021FL,rckzhxp,ENGL-1301,CN,B
2021FL,dqiqtmm,ENGL-1301,TR,W
2021FL,ypevtyh,ENGL-1301,SE,B
2021FL,sstgdeq,ENGL-1301,SE,D
2021FL,iavyzrj,ENGL-1301,NE,D
2021FL,aulstwe,ENGL-1301,CN,CR
2021FL,lephrqh,ENGL-1301,TR,A
2021FL,eaautnb,ENGL-1301,SO,W
2021FL,miyzrft,ENGL-1301,CN,F
2021FL,mlooqgv,ENGL-1301,NW,W
2021FL,lxjlybt,ENGL-1301,SE,C
2021FL,zofuttt,ENGL-1301,SE,D
2021FL,fzojqax,ENGL-1301,NE,C
2021FL,jrsxxpl,ENGL-1301,CN,W
2021FL,dkfvfcw,ENGL-1301,NW,CR
2021FL,nkqsipr,ENGL-1301,SO,CR
2021FL,xowzdrl,ENGL-1301,NE,D
2021FL,pdmhvof,ENGL-1301,CN,D
2021FL,lmuwnii,ENGL-1301,SE,B
2021FL,fhueucp,ENGL-1301,CN,C
2021FL,ghyfpug,ENGL-1301,NE,W
2021FL,nkrhrzk,ENGL-1301,CN,CR
2021FL,ljcppfo,ENGL-1301,NE,C
2021FL,mfyqusj,ENGL-1301,SE,B
2021FL,bycmkxe,ENGL-1301,SO,A
2021FL,veshdzd,ENGL-1301,CN,A
2021FL,qlbhlpa,ENGL-1301,NE,CR
2021FL,ptpxvef,ENGL-1301,SO,CR
2021FL,gvwyiit,ENGL-1301,SE,F
2021FL,itcvxga,ENGL-1301,NW,B
2021FL,ywtnkty,ENGL-1301,NW,B
2021FL,dlwkrkh,ENGL-1301,CN,CR
2021FL,srirkwf,ENGL-1301,SO,F
2021FL,xikdrpp,ENGL-1301,CN,W
2021FL,qvwxoav,ENGL-1301,SE,F
2021FL,ljpuwer,ENGL-1301,NE,B
2021FL,zvuzcbs,ENGL-1301,NE,C
2021FL,vdgkdtk,ENGL-1301,SE,CR
2021FL,fqhvkxf,ENGL-1301,SE,C
2021FL,afufjyr,ENGL-1301,SO,W
2021FL,iwyfvsk,ENGL-1301,NW,C
2021FL,xpzvsxv,ENGL-1301,NW,A
2021FL,mzsyadx,ENGL-1301,NE,A
2021FL,kfbopws,ENGL-1301,SE,W
2021FL,hhiptvv,ENGL-1301,CN,B
2021FL,qvehubi,ENGL-1301,NW,D
2021FL,yaawsde,ENGL-1301,NW,F
2021FL,fuzmshp,ENGL-1301,NE,C
2021FL,xcwpodw,ENGL-1301,CN,W
2021FL,bexaemw,ENGL-1301,SO,A
2021FL,dhimmsq,ENGL-1301,NE,B
2021FL,keokyjb,ENGL-1301,SE,C
2021FL,ovtmsxv,ENGL-1301,TR,B
2021FL,htmdttg,ENGL-1301,CN,W
2021FL,ktjshrz,ENGL-1301,TR,B
2021FL,qszcucz,ENGL-1301,SE,CR
2021FL,myrzgtz,ENGL-1301,NE,W
2021FL,tvzdtgz,ENGL-1301,CN,CR
2021FL,zjeqnda,ENGL-1301,SE,B
2021FL,bhuilqi,ENGL-1301,TR,C
2021FL,zhxukcx,ENGL-1301,CN,W
2021FL,kyjokqc,ENGL-1301,NW,A
2021FL,nphiyrm,ENGL-1301,SE,W
2021FL,jqiprvp,ENGL-1301,SE,C
2021FL,mfpwgng,ENGL-1301,NE,B
2021FL,crbmwmf,ENGL-1301,TR,D
2021FL,mgmmcxo,ENGL-1301,CN,F
2021FL,pjzdvzj,ENGL-1301,NE,CR
2021FL,nvuftkt,ENGL-1301,CN,D
2021FL,tsqdtly,ENGL-1301,NE,B
2021FL,gbjqenf,ENGL-1301,NW,F
2021FL,kisolyi,ENGL-1301,NW,D
2021FL,spbfrjp,ENGL-1301,CN,W
2021FL,zlpugux,ENGL-1301,SE,W
2021FL,hjoyuvc,ENGL-1301,CN,C
2021FL,lqwdwnv,ENGL-1301,SE,B
2021FL,zyhyvzp,ENGL-1301,TR,A
2021FL,uhieqzb,ENGL-1301,SE,A
2021FL,rjlhnhn,ENGL-1301,NE,D
2021FL,akjslys,ENGL-1301,NW,B
2021FL,piipatv,ENGL-1301,NW,W
2021FL,epsjxve,ENGL-1301,CN,W
2021FL,djjbqmv,ENGL-1301,SE,B
2021FL,yhrhpwi,ENGL-1301,SO,F
2021FL,xgcwzgj,ENGL-1301,CN,CR
2021FL,juuyscu,ENGL-1301,SO,CR
2021FL,yrhfxts,ENGL-1301,NE,B
2021FL,dusepek,ENGL-1301,CN,W
2021FL,rdtzebg,ENGL-1301,NW,W
2021FL,ftrkymt,ENGL-1301,NE,CR
2021FL,vselyls,ENGL-1301,NW,C
2021FL,qusstdo,ENGL-1301,NW,D
2021FL,bpygabv,ENGL-1301,NW,F
2021FL,trvouyt,ENGL-1301,SO,F
2021FL,awjwdyp,ENGL-1301,NW,C
2021FL,jcqhlcq,ENGL-1301,TR,B
2021FL,nxinnny,ENGL-1301,TR,F
2021FL,vcunefp,ENGL-1301,CN,F
2021FL,ddwbiwl,ENGL-1301,SE,D
2021FL,mleoxrk,ENGL-1301,NW,A
2021FL,adrmvto,ENGL-1301,CN,B
2021FL,xrfyrwf,ENGL-1301,NE,C
2021FL,eajbisc,ENGL-1301,SE,D
2021FL,smkvhoz,ENGL-1301,NW,C
2021FL,mzirnql,ENGL-1301,SO,B
2021FL,dazubjo,ENGL-1301,NE,F
2021FL,xnpsupl,ENGL-1301,SE,B
2021FL,keosbhf,ENGL-1301,CN,B
2021FL,thosvjv,ENGL-1301,TR,B
2021FL,ymhnbbz,ENGL-1301,TR,D
2021FL,yerhgti,ENGL-1301,CN,D
2021FL,hymillh,ENGL-1301,NE,F
2021FL,wfuonij,ENGL-1301,NE,W
2021FL,oygdfnn,ENGL-1301,NW,D
2021FL,fjbtkne,ENGL-1301,NE,W
2021FL,okgfrwp,ENGL-1301,TR,A
2021FL,jolfkss,ENGL-1301,NW,W
2021FL,hlwytxw,ENGL-1301,TR,B
2021FL,cuojnqn,ENGL-1301,SE,B
2021FL,qpyclhl,ENGL-1301,TR,W
2021FL,wkbrgyk,ENGL-1301,NW,CR
2021FL,hqwqytl,ENGL-1301,SE,A
2021FL,fqxhvzg,ENGL-1301,SE,A
2021FL,esfbcwi,ENGL-1301,SO,F
2021FL,bxrtiuk,ENGL-1301,NE,D
2021FL,eaotfqp,ENGL-1301,NW,B
2021FL,diiaigd,ENGL-1301,NW,W
2021FL,dcrrdvd,ENGL-1301,NE,B
2021FL,qsjgsgr,ENGL-1301,SO,CR
2021FL,gmpxhth,ENGL-1301,SO,CR
2021FL,auslvph,ENGL-1301,NW,C
2021FL,ygnpgqi,ENGL-1301,TR,F
2021FL,pfmjwfn,ENGL-1301,NE,C
2021FL,arrtrmu,ENGL-1301,SE,A
2021FL,ckqwsxi,ENGL-1301,CN,CR
2021FL,garentm,ENGL-1301,SE,C
2021FL,iktudre,ENGL-1301,CN,A
2021FL,ygknkog,ENGL-1301,SE,F
2021FL,hhismtf,ENGL-1301,SE,W
2021FL,rykizcz,ENGL-1301,SO,W
2021FL,txzbahe,ENGL-1301,SE,CR
2021FL,rxpwiwb,ENGL-1301,SO,CR
2021FL,jvtuowc,ENGL-1301,TR,B
2021FL,vkarojw,ENGL-1301,NW,B
2021FL,gnpiqgw,ENGL-1301,NE,D
2021FL,targqkd,ENGL-1301,NE,B
2021FL,wljnokn,ENGL-1301,SO,A
2021FL,pfzgnog,ENGL-1301,NW,D
2021FL,wczmzak,ENGL-1301,SO,A
2021FL,acqfnjz,ENGL-1301,NW,F
2021FL,agcgazw,ENGL-1301,SO,A
2021FL,yxofimb,ENGL-1301,SE,W
2021FL,pdwqpyu,ENGL-1301,SO,C
2021FL,idsynve,ENGL-1301,TR,CR
2021FL,xcldoze,ENGL-1301,CN,F
2021FL,gxlszox,ENGL-1301,CN,B
2021FL,bjrdmgb,ENGL-1301,SE,A
2021FL,flaynrc,ENGL-1301,SO,A
2021FL,kathpox,ENGL-1301,SO,A
2021FL,ojipzbw,ENGL-1301,CN,D
2021FL,etqirbq,ENGL-1301,TR,C
2021FL,uomutwq,ENGL-1301,SO,B
2021FL,gjrqpua,ENGL-1301,TR,A
2021FL,coxlkix,ENGL-1301,TR,A
2021FL,aybvavb,ENGL-1301,SE,D
2021FL,fvuvdtf,ENGL-1301,SE,A
2021FL,rhimpgw,ENGL-1301,SE,C
2021FL,sfwswgf,ENGL-1301,CN,C
2021FL,singdnx,ENGL-1301,SE,C
2021FL,pqkhddy,ENGL-1301,SO,A
2021FL,ydhypiu,ENGL-1301,NW,F
2021FL,bhwrnhs,ENGL-1301,CN,D
2021FL,ohqkync,ENGL-1301,SE,D
2021FL,kztqjuv,ENGL-1301,TR,W
2021FL,hqtexkc,ENGL-1301,SE,W
2021FL,ylatbdd,ENGL-1301,SE,B
2021FL,gjpyttr,ENGL-1301,CN,C
2021FL,lbwgysz,ENGL-1301,TR,B
2021FL,zxqisow,ENGL-1301,CN,F
2021FL,gijbsaw,ENGL-1301,SE,D
2021FL,jvsdvuq,ENGL-1301,TR,CR
2021FL,vchnwve,ENGL-1301,SO,A
2021FL,bhvmukb,ENGL-1301,CN,C
2021FL,psjytsz,ENGL-1301,TR,F
2021FL,ezskuhc,ENGL-1301,NE,C
2021FL,mwqullf,ENGL-1301,TR,F
2021FL,ghfhaex,ENGL-1301,TR,A
2021FL,rssmhxu,ENGL-1301,NE,C
2021FL,dfwmzay,ENGL-1301,TR,F
2021FL,jbgxtja,ENGL-1301,SO,A
2021FL,dihgsup,ENGL-1301,NW,C
2021FL,gxbwwqf,ENGL-1301,NW,W
2021FL,jgkfwza,ENGL-1301,SO,D
2021FL,tnehiwr,ENGL-1301,SE,D
2021FL,jvevsvu,ENGL-1301,TR,B
2021FL,mcgbrlh,ENGL-1301,SO,A
2021FL,hzcykiz,ENGL-1301,NW,B
2021FL,nvzefph,ENGL-1301,CN,B
2021FL,olybfrj,ENGL-1301,NW,B
2021FL,cenqxhy,ENGL-1301,CN,W
2021FL,uoholxp,ENGL-1301,CN,D
2021FL,crigmoz,ENGL-1301,TR,W
2021FL,rdchruz,ENGL-1301,SE,A
2021FL,jfmegvj,ENGL-1301,SO,D
2021FL,dzefkqh,ENGL-1301,CN,F
2021FL,jlqquca,ENGL-1301,SO,F
2021FL,vouxaok,ENGL-1301,TR,F
2021FL,myxmifl,ENGL-1301,NW,W
2021FL,cdxftpb,ENGL-1301,TR,W
2021FL,xsyukoe,ENGL-1301,SO,C
2021FL,zkzfifg,ENGL-1301,TR,D
2021FL,fedgewt,ENGL-1301,TR,A
2021FL,ogfuzuz,ENGL-1301,CN,F
2021FL,jebkwax,ENGL-1301,NW,B
2021FL,rfbvwda,ENGL-1301,TR,F
2021FL,vgwpjwd,ENGL-1301,SE,D
2021FL,ldvtmps,ENGL-1301,CN,D
2021FL,exkncfz,ENGL-1301,NW,F
2021FL,qpoacxe,ENGL-1301,SO,A
2021FL,quiagfj,ENGL-1301,TR,D
2021FL,iopomja,ENGL-1301,TR,F
2021FL,xqxvhog,ENGL-1301,SE,C
2021FL,llsjyvj,ENGL-1301,NE,CR
2021FL,kujhgvj,ENGL-1301,SE,CR
2021FL,hmjsjdl,ENGL-1301,TR,W
2021FL,scjigaj,ENGL-1301,CN,D
2021FL,ozsbkeb,ENGL-1301,SE,F
2021FL,wztwrlh,ENGL-1301,NW,D
2021FL,abrbblk,ENGL-1301,NE,A
2021FL,djflpfi,ENGL-1301,SO,B
2021FL,peydtfx,ENGL-1301,SO,F
2021FL,hpnberh,ENGL-1301,CN,F
2021FL,xedudkh,ENGL-1301,SE,F
2021FL,rtsoomm,ENGL-1301,TR,C
2021FL,gybxzox,ENGL-1301,NE,F
2021FL,yaojgwo,ENGL-1301,SE,F
2021FL,lyivhix,ENGL-1301,SO,F
2021FL,ndwffko,ENGL-1301,TR,D
2021FL,qkgilhl,ENGL-1301,NW,F
2021FL,yksciiv,ENGL-1301,NE,CR
2021FL,wfnnbgr,ENGL-1301,NW,B
2021FL,dsqrcaz,ENGL-1301,TR,D
2021FL,nxvsfux,ENGL-1301,SO,F
2021FL,qbpbsop,ENGL-1301,TR,C
2021FL,hwmmtbs,ENGL-1301,SO,C
2021FL,whcfpia,ENGL-1301,CN,F
2021FL,atskifw,ENGL-1301,CN,A
2021FL,ataqptj,ENGL-1301,NE,B
2021FL,ngvanig,ENGL-1301,NE,CR
2021FL,esfosdf,ENGL-1301,SO,B
2021FL,qozobry,ENGL-1301,TR,C
2021FL,buozmtw,ENGL-1301,TR,W
2021FL,kwdxmjr,ENGL-1301,SE,W
2021FL,egimorb,ENGL-1301,NW,CR
2021FL,vqgyuuw,ENGL-1301,NE,B
2021FL,bcykzwq,ENGL-1301,NE,D
2021FL,gmajcdt,ENGL-1301,TR,C
2021FL,unpihyt,ENGL-1301,SO,C
2021FL,fijohqg,ENGL-1301,CN,CR
2021FL,otwidap,ENGL-1301,NE,B
2021FL,iirhsiz,ENGL-1301,NE,F
2021FL,zdzjodg,ENGL-1301,NW,C
2021FL,xyeyssd,ENGL-1301,NE,D
2021FL,orxtbrj,ENGL-1301,CN,W
2021FL,nyibqnc,ENGL-1301,NE,A
2021FL,xwhlheq,ENGL-1301,TR,CR
2021FL,drfaclx,ENGL-1301,CN,F
2021FL,unszjjf,ENGL-1301,NE,F
2021FL,fwqkuyd,ENGL-1301,CN,A
2021FL,vsctneg,ENGL-1301,SE,A
2021FL,jcangsk,ENGL-1301,SE,W
2021FL,rhhumri,ENGL-1301,SE,CR
2021FL,pyrubvz,ENGL-1301,NE,A
2021FL,wbmfrtw,ENGL-1301,CN,W
2021FL,mvrvpea,ENGL-1301,NE,W
2021FL,tdwezxh,ENGL-1301,NE,C
2021FL,mfzzvms,ENGL-1301,NW,F
2021FL,zqkxrpk,ENGL-1301,SE,A
2021FL,jfytggl,ENGL-1301,NE,C
2021FL,mnfedxd,ENGL-1301,SO,CR
2021FL,vxrzrre,ENGL-1301,NW,CR
2021FL,lcnygel,ENGL-1301,SE,D
2021FL,khgtghh,ENGL-1301,SE,A
2021FL,aamsyjf,ENGL-1301,TR,W
2021FL,kmxhyds,ENGL-1301,CN,D
2021FL,wtqtsfn,ENGL-1301,NE,A
2021FL,frjiosk,ENGL-1301,SO,W
2021FL,sugfmhi,ENGL-1301,NW,W
2021FL,nfmzrbn,ENGL-1301,NE,C
2021FL,suudpny,ENGL-1301,SO,W
2021FL,frhqupb,ENGL-1301,SE,B
2021FL,gwgxqbn,ENGL-1301,SE,CR
2021FL,vkwkcrb,ENGL-1301,NE,C
2021FL,bhuglxt,ENGL-1301,CN,A
2021FL,qocivnp,ENGL-1301,CN,CR
2021FL,fdmeoab,ENGL-1301,TR,W
2021FL,zekdorx,ENGL-1301,TR,F
2021FL,izljgmj,ENGL-1301,SO,A
2021FL,gwytqdn,ENGL-1301,SO,B
2021FL,bhoscmh,ENGL-1301,CN,W
2021FL,ozymriv,ENGL-1301,NW,B
2021FL,pxpawmk,ENGL-1301,NW,W
2021FL,lxrxyvk,ENGL-1301,TR,W
2021FL,tmqvkpa,ENGL-1301,SE,CR
2021FL,phaiquj,ENGL-1301,SO,W
2021FL,pnwdknx,ENGL-1301,CN,D
2021FL,optzhxc,ENGL-1301,SO,W
2021FL,kanrxtg,ENGL-1301,SO,B
2021FL,taudplk,ENGL-1301,SE,B
2021FL,wobuzaj,ENGL-1301,SO,CR
2021FL,ylvczds,ENGL-1301,NE,D
2021FL,aumtwrh,ENGL-1301,TR,C
2021FL,zsqamha,ENGL-1301,NE,B
2021FL,fwlkaec,ENGL-1301,CN,CR
2021FL,cciwftz,ENGL-1301,CN,CR
2021FL,phuhkby,ENGL-1301,NE,W
2021FL,tblvftj,ENGL-1301,TR,D
2021FL,bmbwpeh,ENGL-1301,TR,F
2021FL,kjzpbax,ENGL-1301,SO,A
2021FL,zsqfxfr,ENGL-1301,NW,W
2021FL,zkecfua,ENGL-1301,CN,A
2021FL,tpbhpwq,ENGL-1301,SO,C
2021FL,guyqqtl,ENGL-1301,TR,A
2021FL,nmsgljz,ENGL-1301,NE,F
2021FL,nfosufq,ENGL-1301,NW,B
2021FL,sanajsx,ENGL-1301,TR,A
2021FL,kyiytfv,ENGL-1301,CN,CR
2021FL,eyuyica,ENGL-1301,SO,CR
2021FL,fkobhnv,ENGL-1301,CN,F
2021FL,vzdiaow,ENGL-1301,TR,CR
2021FL,rccsnyi,ENGL-1301,CN,CR
2021FL,xleglvj,ENGL-1301,SO,D
2021FL,awtfweb,ENGL-1301,NW,D
2021FL,zswtzmr,ENGL-1301,SE,D
2021FL,ggbtekk,ENGL-1301,TR,C
2021FL,nabibkt,ENGL-1301,CN,CR
2021FL,nqxmluq,ENGL-1301,NW,C
2021FL,iwgpbsh,ENGL-1301,NE,W
2021FL,kwyfmse,ENGL-1301,CN,CR
2021FL,krsipcy,ENGL-1301,TR,A
2021FL,egyflfv,ENGL-1301,CN,CR
2021FL,hxicaeo,ENGL-1301,NE,B
2021FL,dphsyjy,ENGL-1301,SE,D
2021FL,yflnwgp,ENGL-1301,NW,B
2021FL,rznffho,ENGL-1301,SE,F
2021FL,njgdmfs,ENGL-1301,NE,B
2021FL,igncozh,ENGL-1301,NW,F
2021FL,cozyafl,ENGL-1301,NE,W
2021FL,xqwjbwj,ENGL-1301,NE,W
2021FL,japyyxl,ENGL-1301,SO,C
2021FL,tistjbe,ENGL-1301,SE,D
2021FL,qlxqtny,ENGL-1301,SO,W
2021FL,ylhgksp,ENGL-1301,SO,B
2021FL,wpojtev,ENGL-1301,TR,A
2021FL,niwywjm,ENGL-1301,NE,A
2021FL,vqmjsnv,ENGL-1301,NW,A
2021FL,qqcukhy,ENGL-1301,NW,W
2021FL,rmhdffz,ENGL-1301,CN,W
2021FL,dtpjqfr,ENGL-1301,SO,D
2021FL,lvpjjhg,ENGL-1301,NW,A
2021FL,dozwiiq,ENGL-1301,NW,B
2021FL,nvlqsyi,ENGL-1301,CN,CR
2021FL,zmckbda,ENGL-1301,SO,D
2021FL,oueakpu,ENGL-1301,TR,B
2021FL,btwrryx,ENGL-1301,CN,F
2021FL,weqhptp,ENGL-1301,CN,A
2021FL,zqcvuin,ENGL-1301,CN,W
2021FL,ssfaosn,ENGL-1301,SE,D
2021FL,xlhjdhx,ENGL-1301,SE,D
2021FL,dkuaaxd,ENGL-1301,CN,A
2021FL,raesaga,ENGL-1301,SE,B
2021FL,jgwhwqe,ENGL-1301,TR,F
2021FL,ffulaun,ENGL-1301,NW,C
2021FL,zdabwiy,ENGL-1301,SE,CR
2021FL,pqxguqg,ENGL-1301,NW,C
2021FL,wzzrfcq,ENGL-1301,NE,CR
2021FL,paxfdoq,ENGL-1301,SE,C
2021FL,ooonskd,ENGL-1301,TR,CR
2021FL,hdojyru,ENGL-1301,SE,B
2021FL,cmibaxs,ENGL-1301,NW,C
2021FL,owkhequ,ENGL-1301,SO,A
2021FL,mdiamte,ENGL-1301,SE,C
2021FL,lwhdqfl,ENGL-1301,SO,D
2021FL,fbwzkec,ENGL-1301,SE,C
2021FL,xbgayrs,ENGL-1301,CN,F
2021FL,omwmvhu,ENGL-1301,SO,D
2021FL,nyaveuj,ENGL-1301,SO,D
2021FL,osxkiey,ENGL-1301,CN,B
2021FL,fedadqs,ENGL-1301,NE,C
2021FL,tzmqbok,ENGL-1301,TR,CR
2021FL,vtvuvov,ENGL-1301,CN,B
2021FL,ffavmdl,ENGL-1301,SO,B
2021FL,rseybjh,ENGL-1301,NE,B
2021FL,yvzckjx,ENGL-1301,TR,CR
2021FL,gncrrar,ENGL-1301,TR,B
2021FL,hyyzmpk,ENGL-1301,NW,B
2021FL,lmcqnuo,ENGL-1301,SO,CR
2021FL,qicnqrq,ENGL-1301,NW,D
2021FL,pxzqneb,ENGL-1301,SE,C
2021FL,mmvzhll,ENGL-1301,CN,A
2021FL,hdqmyfs,ENGL-1301,NE,A
2021FL,lfsgcjr,ENGL-1301,CN,F
2021FL,buadfzn,ENGL-1301,CN,C
2021FL,pieasrx,ENGL-1301,NE,A
2021FL,rnnakom,ENGL-1301,NE,W
2021FL,kzygbuh,ENGL-1301,CN,CR
2021FL,irwwiwq,ENGL-1301,SE,CR
2021FL,tgjcrmk,ENGL-1301,SE,B
2021FL,kwnxvje,ENGL-1301,SO,F
2021FL,carrhda,ENGL-1301,NW,A
2021FL,ajdxcre,ENGL-1301,CN,F
2021FL,qomagrq,ENGL-1301,SE,CR
2021FL,dbwmdyq,ENGL-1301,TR,C
2021FL,fswylwm,ENGL-1301,NW,F
2021FL,nyzhbwt,ENGL-1301,SE,F
2021FL,cpsigsa,ENGL-1301,SO,D
2021FL,tirivhs,ENGL-1301,TR,C
2021FL,ycgcqjk,ENGL-1301,SO,C
2021FL,xqjlvze,ENGL-1301,TR,CR
2021FL,lahiefl,ENGL-1301,SE,B
2021FL,svgyepp,ENGL-1301,TR,B
2021FL,ifykpob,ENGL-1301,SE,D
2021FL,ekkgevg,ENGL-1301,NE,C
2021FL,ibxyrma,ENGL-1301,SE,D
2021FL,vbnpinr,ENGL-1301,SE,W
2021FL,juudnib,ENGL-1301,NE,F
2021FL,qpijcqv,ENGL-1301,TR,B
2021FL,qzrqdul,ENGL-1301,SE,F
2021FL,gpwxoxq,ENGL-1301,NE,F
2021FL,swomftx,ENGL-1301,CN,D
2021FL,floafys,ENGL-1301,NE,C
2021FL,hqkznxx,ENGL-1301,CN,D
2021FL,litsqii,ENGL-1301,TR,CR
2021FL,rmcaoya,ENGL-1301,CN,C
2021FL,qtixqcj,ENGL-1301,TR,C
2021FL,fqftqfe,ENGL-1301,TR,A
2021FL,vwglqce,ENGL-1301,SE,B
2021FL,ahxrdrq,ENGL-1301,CN,CR
2021FL,iwqllee,ENGL-1301,NE,W
2021FL,tqcwpax,ENGL-1301,CN,CR
2021FL,vpcenwl,ENGL-1301,CN,C
2021FL,fxlfhcr,ENGL-1301,SO,W
2021FL,mnvzawp,ENGL-1301,NW,D
2021FL,pamehil,ENGL-1301,TR,CR
2021FL,hitklfn,ENGL-1301,CN,CR
2021FL,angviyl,ENGL-1301,CN,A
2021FL,eksiowi,ENGL-1301,SE,W
2021FL,sglmsxk,ENGL-1301,SE,F
